C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\center_2024_03_09_17_29_32_096.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\left_2024_03_09_17_29_32_096.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\right_2024_03_09_17_29_32_096.jpg, 0, 0, 0, 7.825369E-05
C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\center_2024_03_09_17_29_32_203.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\left_2024_03_09_17_29_32_203.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\right_2024_03_09_17_29_32_203.jpg, 0, 0, 0, 7.790999E-05
C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\center_2024_03_09_17_29_32_302.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\left_2024_03_09_17_29_32_302.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\right_2024_03_09_17_29_32_302.jpg, 0, 0, 0, 7.888092E-05
C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\center_2024_03_09_17_29_32_407.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\left_2024_03_09_17_29_32_407.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\right_2024_03_09_17_29_32_407.jpg, 0, 0, 0, 8.045655E-05
C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\center_2024_03_09_17_29_32_512.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\left_2024_03_09_17_29_32_512.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\right_2024_03_09_17_29_32_512.jpg, 0, 0, 0, 8.27894E-05
C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\center_2024_03_09_17_29_32_614.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\left_2024_03_09_17_29_32_614.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\right_2024_03_09_17_29_32_614.jpg, 0, 0, 0, 7.896056E-05
C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\center_2024_03_09_17_29_32_731.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\left_2024_03_09_17_29_32_731.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\right_2024_03_09_17_29_32_731.jpg, 0, 0, 0, 7.92821E-05
C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\center_2024_03_09_17_29_32_832.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\left_2024_03_09_17_29_32_832.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\right_2024_03_09_17_29_32_832.jpg, 0, 0, 0, 7.899872E-05
C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\center_2024_03_09_17_29_32_937.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\left_2024_03_09_17_29_32_937.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\right_2024_03_09_17_29_32_937.jpg, 0, 0.2954958, 0, 0.1754229
C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\center_2024_03_09_17_29_33_040.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\left_2024_03_09_17_29_33_040.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\right_2024_03_09_17_29_33_040.jpg, 0, 0.5786898, 0, 0.7422236
C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\center_2024_03_09_17_29_33_141.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\left_2024_03_09_17_29_33_141.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\right_2024_03_09_17_29_33_141.jpg, 0, 0.8982453, 0, 1.662866
C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\center_2024_03_09_17_29_33_246.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\left_2024_03_09_17_29_33_246.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\right_2024_03_09_17_29_33_246.jpg, -0.3153684, 1, 0, 3.079015
C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\center_2024_03_09_17_29_33_349.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\left_2024_03_09_17_29_33_349.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\right_2024_03_09_17_29_33_349.jpg, -0.1157166, 1, 0, 4.248016
C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\center_2024_03_09_17_29_33_454.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\left_2024_03_09_17_29_33_454.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\right_2024_03_09_17_29_33_454.jpg, 0, 1, 0, 5.408834
C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\center_2024_03_09_17_29_33_559.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\left_2024_03_09_17_29_33_559.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\right_2024_03_09_17_29_33_559.jpg, 0, 1, 0, 6.560883
C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\center_2024_03_09_17_29_33_662.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\left_2024_03_09_17_29_33_662.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\right_2024_03_09_17_29_33_662.jpg, -0.1045641, 1, 0, 7.699565
C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\center_2024_03_09_17_29_33_768.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\left_2024_03_09_17_29_33_768.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\right_2024_03_09_17_29_33_768.jpg, -0.4720482, 1, 0, 8.996821
C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\center_2024_03_09_17_29_33_872.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\left_2024_03_09_17_29_33_872.jpg, C:\Users\HP\Self-Driving Car\simulator-windows-64\Data\IMG\right_2024_03_09_17_29_33_872.jpg, -0.2925417, 1, 0, 10.09304
